번호,소관부처,사업수행기관,지원분야,공고명,신청시작일자,신청종료일자,등록일자,공고상세URL
222,경기도,기초자치단체,금융,[경기] 수원시 2026년 중소기업육성자금 융자지원 계획 공고,2026-01-14,2026-12-31,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117967
223,중소벤처기업부,부산창조경제혁신센터,수출,Plug in : Tokyo #9 참여 스타트업 모집 공고,2026-01-28,2026-02-10,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117966
224,경기도,기초자치단체,금융,[경기] 수원시 2026년 중소기업 동행지원 사업계획 공고,2026-01-14,2026-12-31,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117965
225,경기도,경기신용보증재단,금융,[경기] 수원시 2026년 중소기업 특례보증 지원계획 공고,2026-01-14,2026-12-31,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117945
226,경기도,경기신용보증재단,금융,[경기] 수원시 2026년 소상공인 특례보증 및 수수료 지원 계획 공고,2026-01-27,2026-12-31,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117964
227,강원특별자치도,강원특별자치도경제진흥원,금융,[강원] 2026년 중소기업육성자금 지원 변경계획 공고,2026-01-02,2026-12-31,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117963
228,강원특별자치도,직접수행,인력,[강원] 2026년 (예비)사회적기업 시설비 지원사업 참여기업 모집 공고,2026-01-28,2026-02-11,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117962
229,울산광역시,울산경제일자리진흥원,창업,2026년 창업 프로그램 참가기업 모집 공고(울주 청년창업아카데미 사업),2026-01-26,2026-02-26,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117944
230,경기도,기초자치단체,인력,[경기] 성남시 2026년 현장노동자 휴게시설 개선 지원사업 공고,2026-02-02,2026-02-27,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117961
231,경상남도,창원산업진흥원,경영,[경남] 창원시 2026년 창원기업지원단 현장애로컨설팅 지원사업 공고(단기컨설팅),2026-01-27,2026-12-31,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117943
232,경상남도,창원산업진흥원,기술,[경남] 창원시 2026년 지식재산진흥 지원사업 기업 모집 공고,2026-01-27,2026-12-31,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117942
233,경기도,경기신용보증재단,금융,[경기] 안양시 2026년 소상공인 육성 특례보증 지원계획 공고,2026-01-19,2026-12-31,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117920
234,기후에너지환경부,한국환경산업기술원,수출,2026년 해외 환경프로젝트 타당성조사 지원사업 모집 공고,2026-01-26,2026-02-26,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117919
235,경기도,기초자치단체,금융,[경기] 안양시 2026년 소상공인 이자차액 보전금 지원계획 공고,2026-01-19,2026-12-31,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117918
236,대구광역시,대구신용보증재단,금융,[대구] 2026년 중소기업경영안정자금  지원계획 공고(이자지원),2026-01-16,2026-12-31,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117917
237,중소벤처기업부,중소기업기술정보진흥원,금융,2026년 1차 중소기업 R&D 전담은행 투자지원프로그램 신청기업(우수성과 50선 분야) 모집 공고,2026-01-29,2026-02-12,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117916
238,문화체육관광부,한국관광공사,수출,2026년 일본지역 K-관광 로드쇼 참가기관 모집 공고,2026-01-27,2026-02-13,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117941
239,대전광역시,대전일자리경제진흥원,내수,[대전] 2026년 소상공인 온라인 판로지원 사업 공고,2026-01-27,2026-02-25,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117915
240,제주특별자치도,직접수행,경영,[제주] 2026년 기타과수 경쟁력 강화 지원계획 공고,2026-01-27,2026-02-10,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117940
241,제주특별자치도,제주특별자치도관광협회,경영,[제주] 2026년 국내ㆍ외 관광객 유치 환영행사 지원 공고,2026-01-27,2026-12-31,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117939
242,제주특별자치도,기초자치단체,경영,[제주] 제주시 2026년 농촌 크리에이투어 지원사업 사업자 모집 공고,2026-01-26,2026-02-06,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117914
243,경상남도,경남항노화연구원,기술,[경남] 2026년 약용작물산업화지원센터 활용 제품 고급화 지원사업 참여기업 모집 공고,2026-01-27,2026-02-20,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117913
244,외교부,한아프리카재단,수출,2026년 K-푸드 이집트 시장개척단 참가 기업 모집 공고,2026-01-26,2026-02-06,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117938
245,강원특별자치도,직접수행,경영,[강원] 2027년 향토산업육성 신규 사업대상자 선정 공모 공고,2026-01-23,2026-02-20,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117912
246,강원특별자치도,직접수행,경영,[강원] 2027년 농촌자원복합산업화 신규 사업대상자 선정 공모 공고,2026-01-23,2026-02-20,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117910
247,충청남도,직접수행,경영,[충남] 2026년 농촌자원복합산업화 지원사업 공고,2026-01-26,2026-02-13,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117937
248,울산광역시,직접수행,경영,[울산] 2026년 공예업체 개발 생산장려금 지원 계획 공고,2026-01-22,2026-02-06,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117909
249,서울특별시,직접수행,인력,[서울] 2026년 농업인 농업기계 구매 지원사업 신청자 모집 공고,2026-02-05,2026-02-25,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117936
250,중소벤처기업부,소상공인시장진흥공단,경영,소상공인 경영안정 바우처 지원사업 시행 공고,2026-02-09,2026-12-18,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117908
251,제주특별자치도,직접수행,금융,[제주] 2026년 식품진흥기금 융자지원 계획 공고,2026-01-22,2026-12-31,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117935
252,중소벤처기업부,소상공인시장진흥공단,창업,2026년 희망리턴패키지 재기사업화(경영개선) 소상공인 모집 수정 공고,2026-01-30,2026-02-27,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117907
253,중소벤처기업부,소상공인시장진흥공단,창업,2026년 희망리턴패키지 재기사업화(재창업) 소상공인 모집 수정 공고,2026-01-30,2026-02-27,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117934
254,중소벤처기업부,소상공인시장진흥공단,창업,2026년 희망리턴패키지 재기사업화(재창업) 새출발기금 연계지원 소상공인 모집 수정 공고,2026-01-30,2026-02-27,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117933
255,경기도,경기대진테크노파크,경영,[경기] 포천시 6차 축산악취 저감시설 지원사업 수혜농가 및 악취저감시설 설치수행 업체 추가 모집 공고,2026-01-16,2026-02-11,2026-01-28,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117931
256,강원특별자치도,강원특별자치도경제진흥원,창업,[강원] 2026년 폐광지역 창업활성화 지원사업 모집 공고,2026-01-26,2026-02-25,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117929
257,중소벤처기업부,지방중소벤처기업청,금융,[경남] 중소기업 밀집지역 금융지원 신청 공고,2026-01-23,2026-07-31,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117906
258,경기도,경기테크노파크,내수,[경기] 2026년 코리아 나라장터 엑스포(KOPPEX 2026) 혁신제품 홍보관 참가기업 모집 공고(경기도 혁신기업 판로지원사업),2026-01-26,2026-02-06,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117905
259,중소벤처기업부,한국중소벤처기업유통원,내수,2026년 중소기업 마케팅지원사업 통합 공고,2026-03-01,2026-12-31,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117928
260,충청북도,충청북도기업진흥원,창업,[충북] 2026년 1분기 청년 소상공인 창업응원금 지원 참여자 모집 공고,2026-01-26,2026-03-27,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117927
261,중소벤처기업부,기술보증기금,기술,2026년 중소기업 기술거래 기반조성사업 시행계획 공고,2026-01-27,2026-02-27,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117926
262,산업통상부,대한무역투자진흥공사,수출,2026년 그리스 아테네 포시도니아 조선해양 전시회(POSIDONIA 2026) 한국관 참가기업 모집 공고,2026-01-27,2026-02-05,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117923
263,경기도,경기대진테크노파크,경영,[경기] 포천시 6차 밀폐형 스마트 축사 지원사업 축산 농가 및 수행 업체 추가 모집 공고,2026-01-16,2026-02-11,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117903
264,보건복지부,경북고용성장지원센터,인력,2026년 현장실습 훈련 지원사업(시니어 인턴십) 기업모집 공고,2026-01-01,2026-12-31,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117902
265,강원특별자치도,직접수행,경영,[강원] 2026년 농촌융복합활성화 기능보강지원 사업대상자 선정 공모 공고,2026-01-23,2026-02-20,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117901
266,경기도,부천산업진흥원,수출,[경기] 부천시 2026년 일본 나고야 금형전시회 (INTERMOLD NAGOYA 2026) 참가기업 모집 공고,2026-01-26,2026-02-13,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117880
267,충청북도,충청북도기업진흥원,인력,[충북] 2026년 중장년 고용지원사업 참여기업 모집 공고,2026-01-26,2026-02-26,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117900
268,제주특별자치도,직접수행,인력,[제주] 2026년 일자리창출 소상공인 사회보험료 지원사업  참여기업 모집 공고,2026-01-26,2026-12-31,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117879
269,경상남도,경남항노화연구원,기술,[경남] 2026년 항노화소재 특허기술 사업화 지원사업 참여기업 모집 공고,2026-01-26,2026-02-20,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117899
270,충청남도,충청남도수산자원연구소,경영,[충남] 2026년 창업어가 멘토링 사업 신청자 모집 공고,2026-01-26,2026-02-13,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117878
271,제주특별자치도,직접수행,경영,[제주] 2027년 전통시장 주차환경개선사업 공고,2026-01-26,2026-02-20,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117898
272,광주광역시,직접수행,경영,[광주] 2027년 전통시장 주차환경개선사업 공고,2026-01-26,2026-02-20,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117897
273,충청북도,직접수행,경영,[충북] 2027년 전통시장 주차환경개선사업 모집 공고,2026-01-26,2026-02-20,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117896
274,전북특별자치도,전북바이오융합산업진흥원,경영,2026년 전북특별자치도 농생명분야 대표기업 신규 선정 공고(농생명분야 대표기업 육성지원사업),2026-02-09,2026-02-27,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117877
275,전북특별자치도,직접수행,경영,[전북] 2027년 전통시장 주차환경개선사업 모집 공고,2026-01-26,2026-02-20,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117894
276,대구광역시,대구문화예술진흥원,경영,대구광역시 내국인 단체 관광객 유치 인센티브 지원 공고,2026-01-22,2026-12-31,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117893
277,국가유산청,직접수행,수출,2026년 국가유산 영문도서 제작 및 해외유통 사업 재공모,2026-01-26,2026-02-06,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117876
278,고용노동부,청주상공회의소,인력,[충북] 2026년 청년일자리도약장려금 사업 참여기업 모집 공고,2026-01-26,2026-12-31,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117891
279,농림축산식품부,한국농업기술진흥원,기술,2026년 상반기 저탄소 농산물 인증 지원사업 신규ㆍ갱신 희망 농가 모집 공고,2026-01-26,2026-02-20,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117875
280,부산광역시,기초자치단체,인력,[부산] 사상구 2026년 어업활동지원 사업 신청 공고,2026-01-26,2026-12-31,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117890
281,국토교통부,한국해외인프라도시개발지원공사,경영,2026년 온실가스 국제감축사업 발굴 투자지원(설비설치 지원) 대상사업 모집 공고(국토교통 국제감축사업 발굴 투자지원),2026-01-23,2026-02-20,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117873
282,제주특별자치도,직접수행,경영,[제주] 2026년 소상공인 고용보험료 지원 사업 공고,2026-01-26,2026-12-31,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117889
283,경기도,직접수행,경영,[경기] 2027년 전통시장 주차환경개선사업 모집 공고,2026-01-26,2026-02-20,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117888
284,경상남도,창원산업진흥원,경영,[경남] 창원시 2026년 강소기업 육성사업 참여기업 모집 공고,2026-01-26,2026-02-24,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117871
285,충청남도,기초자치단체,경영,[충남] 당진시 2026년 산업(농공)단지 태양광 설치지원 사업 공고,2026-01-23,2026-02-20,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117887
286,서울특별시,한국무역협회,수출,[서울] 강남구 2026년 도쿄 K-프리미엄 소비재전 참가기업 모집 공고,2026-01-26,2026-02-06,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117870
287,부산광역시,직접수행,경영,[부산] 2027년 전통시장 주차환경개선사업 공고,2026-01-26,2026-02-20,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117885
288,경기도,용인시산업진흥원,내수,[경기] 용인시 2026년 공공판로 입점 지원 사업 참여기업 모집 공고,2026-01-26,2026-02-13,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117867
289,대구광역시,달구벌여성인력개발센터,창업,[대구] 2026년 여성창업융합패키지 참가자 모집 공고,2026-01-23,2026-02-23,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117884
290,산업통상부,한국산업기술기획평가원,기술,2026년 한국형수소환원제철실증기술개발사업 신규지원 대상과제 공고,2026-01-30,2026-03-05,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117883
291,기후에너지환경부,한국환경산업기술원,수출,2026년 녹색제품 글로벌 공급망 진출 지원사업 신규과제 모집 공고,2026-01-26,2026-02-26,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117866
292,기후에너지환경부,한국환경산업기술원,수출,2026년 녹색기술 해외 현지실증 지원사업 신규과제 모집 공고,2026-01-26,2026-02-26,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117865
293,산업통상부,대한무역투자진흥공사,수출,2026년 태국 방콕 화장품 코스모프로프 CBE 아세안 전시회(Cosmoprof CBE Asean Bangkok 2026) 한국관 참가기업 모집 안내,2026-01-26,2026-02-06,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117864
294,문화체육관광부,한국저작권보호원,기술,2026년 맞춤형 해외 저작권 바우처 지원 참여기업(개인) 모집 공고,2026-01-22,2026-02-13,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117863
295,산업통상부,대한무역투자진흥공사,수출,2026년 KOTRA 중국 역직구(콰징) 원스톱 물류지원 사업 공고,2026-01-26,2026-02-06,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117862
296,과학기술정보통신부,나노종합기술원,기술,2026년 바이오ㆍ반도체 융합 기술 서비스 대응 전략 플랫폼 개발 사업 신규과제 공고,2026-01-21,2026-02-23,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117881
297,제주특별자치도,한국무역협회 제주지부,수출,[제주] 2026 도쿄 K-프리미엄 소비재전 참가기업 모집 공고,2026-01-22,2026-02-09,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117861
298,경기도,대한무역투자진흥공사,수출,[경기] 2026년 수출 기회 바우처 참여 기업 모집 공고,2026-01-27,2026-02-09,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117860
299,산업통상부,한국생산기술연구원,경영,2026년 산업 공급망 탄소파트너십 사업 공고,2026-01-26,2026-03-06,2026-01-27,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117840
300,중소벤처기업부,한국엔젤투자협회,창업,2026년 팁스(TIPS) 창업기업 지원계획 공고,2026-01-26,2026-12-31,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117859
301,식품의약품안전처,한국식품산업클러스터진흥원,기술,2026년 고령친화식품 사용성평가 참여기업 모집 공고,2026-01-19,2026-09-11,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117839
302,경기도,경기환경에너지진흥원,수출,[경기] 2026년 물기업 해외 현지정보 조사 지원사업 참여기업 모집 공고,2026-01-20,2026-02-10,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117858
303,경기도,경기도경제과학진흥원,수출,[경기] 2026년 G-FAIR 차이나(충칭) 전시회 참가기업 모집 공고,2026-01-19,2026-02-06,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117838
304,문화체육관광부,한국콘텐츠진흥원,기술,2026년 문화체육관광 연구개발사업 신규과제(대중소 공동도약) 통합 공고,2026-01-12,2026-02-25,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117837
305,문화체육관광부,한국콘텐츠진흥원,기술,2026년 문화체육관광 연구개발사업 신규과제(콘텐츠 인력양성) 통합 공고,2026-01-12,2026-02-12,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117857
306,농촌진흥청,직접수행,기술,농촌진흥청 한-아시아 농식품 기술협력 협의체 사업의 채소분야 협력연구 참여업체 공모,2026-01-26,2026-02-06,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117836
307,기후에너지환경부,한국환경산업협회,경영,2026년 3차 소규모사업장 통합허가 컨설팅 지원사업 모집 공고,2026-01-13,2026-02-12,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117856
308,대전광역시,대전일자리경제진흥원,경영,[대전] 2026년 유망 소상공인 사업화 지원사업 공고,2026-01-26,2026-02-25,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117835
309,기후에너지환경부,한국환경산업협회,수출,2026년 녹색산업 수출선도화 지원사업 수행기업 모집 공고,2026-01-23,2026-02-09,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117834
310,중소벤처기업부,한국여성경제인협회,내수,2026년 공동구매 플랫폼 여우핫딜 판매 희망 기업 모집 공고,2026-01-26,2026-02-06,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117855
311,경상남도,경남항노화연구원,기술,[경남] 2026년 항노화기업 성장단계별 지원사업 모집 공고,2026-01-26,2026-02-20,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117854
312,문화체육관광부,한국콘텐츠진흥원,기술,2026년 문화체육관광 연구개발사업 신규과제(저작권 인력양성) 공고,2026-01-12,2026-02-12,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117853
313,보건복지부,국가신약개발사업단,경영,2026년 1차 국가신약개발사업단 CDMO 사전상담 프로그램 모집 공고,2026-01-26,2026-06-12,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117833
314,제주특별자치도,기초자치단체,금융,[제주] 서귀포시 2026년 양식어가 배합사료 구매자금 융자지원 대상자 모집 공고,2026-01-23,2026-02-27,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117832
315,제주특별자치도,기초자치단체,경영,[제주] 서귀포시 2026년 기타가축(양계ㆍ염소 등) 시설ㆍ장비 지원사업 추가 공고,2026-01-23,2026-02-06,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117831
316,산업통상부,대구경북첨단의료산업진흥재단,내수,[대구] 2026년 국제의료기기ㆍ병원설비 전시회(KIMES 2026) 케이메디허브 공동관 참가기업 모집 공고,2026-01-26,2026-02-06,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117830
317,산업통상부,대구경북첨단의료산업진흥재단,경영,2026년 정형ㆍ재활 의료기기 사업화 인증 및 실증 지원 사업 수혜 기업 모집 공고,2026-01-26,2026-02-06,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117829
318,산림청,한국임업진흥원,내수,2026년 컬리 임산물 전용관 입점 지원사업 참여기업 모집 공고,2026-01-21,2026-02-20,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117852
319,충청북도,KOTRA충북지원본부,수출,[충북] 2026년 중국 종합 무역사절단 참여기업 모집 공고,2026-01-28,2026-02-17,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117851
320,식품의약품안전처,한국의료기기안전정보원,기술,2026년 MDR 현장 맞춤형 코칭 프로그램 참여 기업 모집 공고,2026-01-13,2026-02-06,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117850
321,충청북도,KOTRA충북지원본부,수출,[충북] 2026년 중부유럽 바이오 의료ㆍ전략무역사절단 참여기업 모집 공고,2026-01-26,2026-02-27,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117849
322,문화체육관광부,한국콘텐츠진흥원,기술,2026년 문화체육관광 연구개발사업 신규과제(저작권 기술검증 상용화) 공고,2026-01-12,2026-02-12,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117828
323,농촌진흥청,한국농업기술진흥원,기술,2026년 농업용 로봇 실증지원 사업 모집 공고,2026-01-23,2026-02-20,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117847
324,서울특별시,서울테크노파크,기술,2026년 1차 서울테크노파크 수요기술조사사업 참여기업 모집 공고,2026-01-22,2026-03-31,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117845
325,문화체육관광부,예술경영지원센터,수출,2026년 상반기 국내 화랑 해외 아트페어 참가 공모(미술유통업 해외진출 사업),2026-01-22,2026-02-10,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117844
326,과학기술정보통신부,연구개발특구진흥재단,수출,2026년 연구개발특구 협력거점 기반 글로벌 PoC 지원 참여기업 모집 공고,2026-01-08,2026-02-25,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117827
327,중소벤처기업부,한국벤처투자,금융,지역성장펀드 참여 지방정부 모집 공고,2026-01-23,2026-02-26,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117843
328,행정안전부,한국산업기술기획평가원,기타,2026년 상반기 재난안전 혁신제품 지정 신청 공고,2026-01-19,2026-02-19,2026-01-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117826
